Genre,Count,93416 divded
armstrong elementary,6,15569.33333
computer games,6,15569.33333
food chains (ecology),6,15569.33333
ms. frizzle (fictitious character),6,15569.33333
refugee camps,6,15569.33333
depressions,6,15569.33333
aerial operations,6,15569.33333
rowan (fictitious character),6,15569.33333
ranch life,6,15569.33333
lgbtq+,6,15569.33333
braille books,6,15569.33333
jason grace,6,15569.33333
physical sciences,6,15569.33333
couleur,6,15569.33333
colores,6,15569.33333
incas,6,15569.33333
1813,6,15569.33333
snowboarding,6,15569.33333
touch,6,15569.33333
successful? not? muchachas adolescentes,6,15569.33333
patient,6,15569.33333
organ,6,15569.33333
nyt:mass-market-paperback=2009-06-07,6,15569.33333
novela doméstica,6,15569.33333
needles,6,15569.33333
movie tie-in,6,15569.33333
marrow,6,15569.33333
poland,6,15569.33333
holocaust survivors,6,15569.33333
deltora (imaginary place),6,15569.33333
vampiros,6,15569.33333
mystery and detective,6,15569.33333
psychiatric hospitals,6,15569.33333
literatura estadounidense,6,15569.33333
leo valdez,6,15569.33333
madre e hija,6,15569.33333
leucémiques,6,15569.33333
jodi picoult,6,15569.33333
hospital,6,15569.33333
fictitious character,6,15569.33333
collectionid:alpinechallenge,6,15569.33333
sailing,6,15569.33333
curricula,6,15569.33333
climatic changes,6,15569.33333
new experience,6,15569.33333
welsh,6,15569.33333
"""Humorous stories""",6,15569.33333
fictionjuvenil,6,15569.33333
palomas,6,15569.33333
literatura angielska dla młodzieży,6,15569.33333
genius,6,15569.33333
sciences,6,15569.33333
padre e hijos,6,15569.33333
activity programs,6,15569.33333
valentía,6,15569.33333
transplants,6,15569.33333
transplantation,6,15569.33333
transfusions,6,15569.33333
sœurs,6,15569.33333
human ecology,6,15569.33333
caterpillars,6,15569.33333
female friendship,6,15569.33333
lexile_range:301-400,6,15569.33333
electric power distribution,6,15569.33333
youths' writings,6,15569.33333
loups-garous,6,15569.33333
princess,6,15569.33333
girl,6,15569.33333
england),6,15569.33333
custodia de niños,6,15569.33333
cuentos de fantasmas,6,15569.33333
wealth,6,15569.33333
age:min:1,6,15569.33333
anxiety,6,15569.33333
skis and skiing,6,15569.33333
guides,6,15569.33333
unicorn,6,15569.33333
licornes,6,15569.33333
college students,6,15569.33333
muchachas,6,15569.33333
totalitarismo,6,15569.33333
allegories,6,15569.33333
persévérance,6,15569.33333
coal miners,6,15569.33333
american civil war (1861-1865) fast (ocolc)fst01351658,6,15569.33333
human beings,6,15569.33333
microbiology,6,15569.33333
research,6,15569.33333
dirk (fictitious character),6,15569.33333
mord,6,15569.33333
angels,6,15569.33333
freedom,6,15569.33333
intelligence service,6,15569.33333
grands-meres,6,15569.33333
black canadians,6,15569.33333
niños,6,15569.33333
translations,6,15569.33333
englischunterricht,6,15569.33333
refugee children,6,15569.33333
self-improvement,6,15569.33333
spiritualism,6,15569.33333
portraits,6,15569.33333
children: young adult (gr. 7-9),6,15569.33333
american short stories,6,15569.33333
space stations,6,15569.33333
noonan,6,15569.33333
mike (fictitious character),6,15569.33333
grands-pères,6,15569.33333
fur traders,6,15569.33333
murderers,6,15569.33333
fear street (imaginary place),6,15569.33333
social topics,6,15569.33333
health & daily living,6,15569.33333
dystopian ya,6,15569.33333
rhetoric,6,15569.33333
sonidos de los animales,6,15569.33333
sonidos de animales,6,15569.33333
histoires rime es,6,15569.33333
pink,6,15569.33333
singers,6,15569.33333
puppets,6,15569.33333
fire fighters,6,15569.33333
viudas,6,15569.33333
veuves,6,15569.33333
veufs,6,15569.33333
trials (custody of children),6,15569.33333
summer houses,6,15569.33333
patria potestad,6,15569.33333
persecutions,6,15569.33333
seals (animals),6,15569.33333
roman pour la jeunesse anglophone,6,15569.33333
garde des enfants (droit),6,15569.33333
familias,6,15569.33333
disasters,6,15569.33333
occult & supernatural,6,15569.33333
mujeres,6,15569.33333
space vehicles,6,15569.33333
deaf children,6,15569.33333
amusements,6,15569.33333
engineers,6,15569.33333
prairies,6,15569.33333
terrorismo,6,15569.33333
chinese language,6,15569.33333
informative,6,15569.33333
juveniles,6,15569.33333
Adventure,6,15569.33333
women detectives,6,15569.33333
animaux de jardin zoologique,6,15569.33333
mysteries,6,15569.33333
aerial military operations,6,15569.33333
fugitives from justice,6,15569.33333
world war ii,6,15569.33333
tötung,6,15569.33333
traductions françaises,6,15569.33333
asperger's syndrome in literature,6,15569.33333
asperger's syndrome,6,15569.33333
personas excepcionales,6,15569.33333
atlas,6,15569.33333
"""childrens stories""",6,15569.33333
robotics,6,15569.33333
medical care,6,15569.33333
swindon,6,15569.33333
savants (savant syndrome),6,15569.33333
sabios (síndrome del sabio),6,15569.33333
of,6,15569.33333
männliche jugend,6,15569.33333
mutterentbehrung,6,15569.33333
mark),6,15569.33333
ma nnliche jugend,6,15569.33333
konflikt,6,15569.33333
incident,6,15569.33333
in,6,15569.33333
idiots-savants,6,15569.33333
guides de l'étudiant,6,15569.33333
erwachsenwerden,6,15569.33333
enfant autiste,6,15569.33333
dog,6,15569.33333
viudos,6,15569.33333
judaism,6,15569.33333
curious incident of the dog in the night-time (haddon,6,15569.33333
curious,6,15569.33333
begabung,6,15569.33333
autistic youth,6,15569.33333
autistic disorder,6,15569.33333
autismo,6,15569.33333
autisme infantile dans la littérature,6,15569.33333
autisme,6,15569.33333
autism in literature,6,15569.33333
autism in children,6,15569.33333
aufklärung,6,15569.33333
aspergers syndrom,6,15569.33333
asperger-syndrom,6,15569.33333
2001,6,15569.33333
new orleans (la.),6,15569.33333
military history,6,15569.33333
pokemon,6,15569.33333
lexile_range:1001-1100,6,15569.33333
exploration sous-marine,6,15569.33333
cultural heritage,6,15569.33333
insurgency,6,15569.33333
dystopies,6,15569.33333
september 11 terrorist attacks,6,15569.33333
deutschland,6,15569.33333
parapsychology,6,15569.33333
hospitals,6,15569.33333
lexile:1000,5,18683.2
race,5,18683.2
encyclopedias,5,18683.2
nyt:picture-books=2011-10-23,5,18683.2
crocheting,5,18683.2
quilts,5,18683.2
byzantine empire,5,18683.2
balance of payments,5,18683.2
tijgers,5,18683.2
tigre,5,18683.2
bezoekers,5,18683.2
espagnol (langue),5,18683.2
man-woman relationship,5,18683.2
orphanages,5,18683.2
social interaction,5,18683.2
mariquitas,5,18683.2
ladybugs,5,18683.2
coccinelles,5,18683.2
accelerated reader - 6.1.,5,18683.2
1988 newbery honor book,5,18683.2
popularité,5,18683.2
homesickness,5,18683.2
blankets,5,18683.2
titans (mythology.),5,18683.2
mount olympus,5,18683.2
egyptian mythology,5,18683.2
juifs,5,18683.2
artemis (greek deity.),5,18683.2
artemis (greek deity),5,18683.2
pyramids,5,18683.2
fantasy games,5,18683.2
logic,5,18683.2
literatura inglesa,5,18683.2
english nonsense verses,5,18683.2
software,5,18683.2
east asian style,5,18683.2
finance,5,18683.2
physically handicapped,5,18683.2
narrative poetry,5,18683.2
management,5,18683.2
winter sports,5,18683.2
paper work,5,18683.2
values,5,18683.2
social problems,5,18683.2
chicago (ill.),5,18683.2
merlin (legendary character),5,18683.2
prairie ecology,5,18683.2
christmas poetry,5,18683.2
internet archive wishlist,5,18683.2
fantasmes,5,18683.2
courts and courtiers,5,18683.2
juguetes,5,18683.2
christian,5,18683.2
criticism,5,18683.2
79,5,18683.2
eating customs,5,18683.2
report writing,5,18683.2
child labor,5,18683.2
united states civil war,5,18683.2
lieux hantés,5,18683.2
bella swan (fictitious character),5,18683.2
brazil,5,18683.2
diabetes,5,18683.2
pictorial,5,18683.2
collectionid:fearstreet,5,18683.2
self-esteem in children,5,18683.2
translations into irish,5,18683.2
grizzly bear,5,18683.2
genetic engineering,5,18683.2
railroad stories,5,18683.2
propaganda,5,18683.2
trials (murder),5,18683.2
prime ministers,5,18683.2
travelers,5,18683.2
libros infantiles y juveniles,5,18683.2
aviation,5,18683.2
new age,5,18683.2
body,5,18683.2
éxito,5,18683.2
tong su du wu,5,18683.2
succès,5,18683.2
personnes disparues,5,18683.2
code and cipher stories,5,18683.2
darren (personnage fictif),5,18683.2
dinosaurs & prehistoric creatures,5,18683.2
eruption,5,18683.2
pitt,5,18683.2
dirk pitt (fictitious character),5,18683.2
angleterre),5,18683.2
criminal investigation,5,18683.2
tooth fairy (fictitious character),5,18683.2
natural history museums,5,18683.2
muse es,5,18683.2
ciphers,5,18683.2
communaute,5,18683.2
activism,5,18683.2
rain forest animals,5,18683.2
tom (fictitious character),5,18683.2
garçons,5,18683.2
polish,5,18683.2
seafaring life,5,18683.2
ancient civilization,5,18683.2
literature and the war,5,18683.2
1861-1865,5,18683.2
soccer stories,5,18683.2
treasure trove,5,18683.2
nope,5,18683.2
methodology,5,18683.2
haur eta gazteentzako liburuak,5,18683.2
cuentos-,5,18683.2
suicide,5,18683.2
honeybee,5,18683.2
art & art instruction,5,18683.2
ciencia,5,18683.2
rare animals,5,18683.2
piratas,5,18683.2
early reader,5,18683.2
leones,5,18683.2
niños lactantes,5,18683.2
practical politics,5,18683.2
libros ilustrados para niños,5,18683.2
apples,5,18683.2
peter rabbit (fictitious character),5,18683.2
japanese -- translations from english.,5,18683.2
english.,5,18683.2
benjamin bunny (fictitious character),5,18683.2
nyt:graphic-books-and-manga=2021-09-12,5,18683.2
kangaroos,5,18683.2
grade:min:preschool and up,5,18683.2
autistic children,5,18683.2
apartment houses,5,18683.2
innovation,5,18683.2
judíos,5,18683.2
partage,5,18683.2
british and irish,5,18683.2
aufführung,5,18683.2
grade:min:1,5,18683.2
medieval,5,18683.2
assassins,5,18683.2
sens et sensations,5,18683.2
control,5,18683.2
novels in verse,5,18683.2
pennsylvania,5,18683.2
treasure hunts,5,18683.2
mountaineering,5,18683.2
peace,5,18683.2
edward cullen (fictitious character),5,18683.2
phonics,5,18683.2
farm animals,5,18683.2
newspaper carriers,5,18683.2
olympians,5,18683.2
nyt:paperback-books=2012-04-22,5,18683.2
nyt:chapter_books=2010-11-06,5,18683.2
hollywood (los angeles,5,18683.2
calif.),5,18683.2
policía,5,18683.2
drug use,5,18683.2
mineralogy,5,18683.2
journeys,5,18683.2
madre e hijo,5,18683.2
rain,5,18683.2
grade:max:kindergarten,5,18683.2
1986,5,18683.2
teasing,5,18683.2
identidad (psicología),5,18683.2
clases sociales,5,18683.2
fosiles,5,18683.2
expedientes de mundo,5,18683.2
demonología,5,18683.2
fees,5,18683.2
tiras cómicas,5,18683.2
citizenship,5,18683.2
rhymes,5,18683.2
littérature pour la jeunesse anglaise,5,18683.2
clouds,5,18683.2
hiccups,5,18683.2
fire extinction,5,18683.2
the heroes of olympus,5,18683.2
rick riordan,5,18683.2
piper mclean,5,18683.2
perseus,5,18683.2
percy,5,18683.2
bataille de beaver dams,5,18683.2
effective teaching,5,18683.2
american convention on human rights (1969 november 22),5,18683.2
american convention on human rights,5,18683.2
martial artists,5,18683.2
secret societies,5,18683.2
toucher,5,18683.2
couleurs,5,18683.2
typewriting,5,18683.2
nyt:series_books=2008-03-15,5,18683.2
realistic fiction,5,18683.2
African Americans,5,18683.2
male friendship,5,18683.2
american adventure stories,5,18683.2
heroin,5,18683.2
lost,5,18683.2
monastic and religious life,5,18683.2
gay,5,18683.2
translations into japanese,5,18683.2
pan-american treaties and conventions,5,18683.2
international law and human rights,5,18683.2
hired girl inc.,5,18683.2
cold sleep,5,18683.2
artificial hibernation,5,18683.2
leo,5,18683.2
jason,5,18683.2
hero,5,18683.2
japanese language,5,18683.2
afronorteamericanos,5,18683.2
fairy tale,5,18683.2
babysitting,5,18683.2
coretta scott king award,5,18683.2
aging,5,18683.2
spanish: grades 2-3,5,18683.2
trojan war,5,18683.2
colorado,5,18683.2
monsters in art,5,18683.2
tiras comicas,5,18683.2
teatro,5,18683.2
ducklings,5,18683.2
day,5,18683.2
physical geography,5,18683.2
hyperspace,5,18683.2
fossiles,5,18683.2
hermanos y hermanas,5,18683.2
enfants fugueurs,5,18683.2
adivinanzas,5,18683.2
acertijos,5,18683.2
gold mines and mining,5,18683.2
cake,5,18683.2
ontario war of 1812,5,18683.2
nurses,5,18683.2
biografía,5,18683.2
age:max:7,5,18683.2
détectives,5,18683.2
internet,5,18683.2
amputees,5,18683.2
african american & black,5,18683.2
ciencia ficción - literatura,5,18683.2
artistic,5,18683.2
english children's stories,5,18683.2
southern,5,18683.2
children of aids patients,5,18683.2
loss (psychology),5,18683.2
revolutions,5,18683.2
translations from danish,5,18683.2
applied psychology,5,18683.2
earthworms,5,18683.2
books for the,5,18683.2
noirs américains,5,18683.2
octopuses,5,18683.2
octopus,5,18683.2
secrets de famille,5,18683.2
building,5,18683.2
gefahr,5,18683.2
fourth of july,5,18683.2
nyt:paperback-graphic-books=2015-10-18,5,18683.2
navidad,5,18683.2
lobos,5,18683.2
women pioneers,5,18683.2
interpersonal attraction,5,18683.2
father-daughter relationship,5,18683.2
mentally ill,5,18683.2
lésions et blessures,5,18683.2
battle of (ontario : 1813) fast (ocolc)fst01404375,5,18683.2
vandalism,5,18683.2
premier amour,5,18683.2
inspiration,5,18683.2
indios de américa del norte,5,18683.2
personas desaparecidas,5,18683.2
parades,5,18683.2
nursing homes,5,18683.2
wilderness,5,18683.2
off-reservation boarding schools,5,18683.2
bullying in schools,5,18683.2
nancy drew (fictitious character),5,18683.2
hatchet,5,18683.2
gary paulsen,5,18683.2
english spy stories,5,18683.2
ouragans,5,18683.2
nature conservation,5,18683.2
sports stories,5,18683.2
dwarfs,5,18683.2
sorcellerie,5,18683.2
physical fitness,5,18683.2
space flight to the moon,5,18683.2
quête (littérature),5,18683.2
courtship,5,18683.2
revolution,5,18683.2
scooby-doo (fictitious character),5,18683.2
belching,5,18683.2
modern literature,5,18683.2
demoniac possession,5,18683.2
huerfanos,5,18683.2
maintenance and repair,5,18683.2
swimming,5,18683.2
fireflies,5,18683.2
camps de réfugiés,5,18683.2
chocolate,5,18683.2
women revolutionaries,5,18683.2
women rebels,5,18683.2
revolucionarias,5,18683.2
martyrs,5,18683.2
"""family life""",5,18683.2
secrets in divorces,5,18683.2
plane crash,5,18683.2
pilot,5,18683.2
hazelnut bushes,5,18683.2
wohnungswechsel,5,18683.2
geronimo (fictitious character),5,18683.2
series,5,18683.2
bars (drinking establishments),5,18683.2
snowmen,5,18683.2
tweens,5,18683.2
love & romance,5,18683.2
age:min:6,5,18683.2
dinosaurs juvenile literature,5,18683.2
entertainers,5,18683.2
award:hugo_award=novel,5,18683.2
osos,5,18683.2
roald dahl,5,18683.2
chapters,5,18683.2
plant life cycles,5,18683.2
food preferences,5,18683.2
"""Juvenile literature",5,18683.2
cessna 406,5,18683.2
cerfs,5,18683.2
canadian oil fields,5,18683.2
zorros,5,18683.2
tršors,5,18683.2
navigateurs ařiens,5,18683.2
psychologie,5,18683.2
black,5,18683.2
dinosaurs in art,5,18683.2
baths,5,18683.2
colleges and universities,5,18683.2
college stories,5,18683.2
glacial epoch,5,18683.2
boarding school,5,18683.2
amitié -- romans,5,18683.2
indiens,5,18683.2
environnement,5,18683.2
tochter,5,18683.2
mishnah,5,18683.2
english authors,5,18683.2
stars,5,18683.2
faith,5,18683.2
divorcio,5,18683.2
crash,5,18683.2
cpr,5,18683.2
choke cherries gut cherries,5,18683.2
adapted for television,5,18683.2
abc weekend specials,5,18683.2
voyages dans le temps,5,18683.2
humourous stories,5,18683.2
ice skating,5,18683.2
values & virtues,5,18683.2
piglets,5,18683.2
ont.),5,18683.2
collectionid:starwars,5,18683.2
correspondence,5,18683.2
elementary education,5,18683.2
applied,5,18683.2
fairy tales & folklore,5,18683.2
rome -- history -- empire,5,18683.2
roma (sociedade),5,18683.2
roma (politica),5,18683.2
imperio bizantino,5,18683.2
historia antiga - roma (sociedade),5,18683.2
historia antiga - roma (politica),5,18683.2
special education,5,18683.2
jouets,5,18683.2
montana,5,18683.2
nancy,5,18683.2
mademoiselle (personnage fictif : o'connor),5,18683.2
korean americans,5,18683.2
leaves,5,18683.2
to 527,5,18683.2
romeinse rijk,5,18683.2
airplane crash survival,5,18683.2
airplane,5,18683.2
textured books,5,18683.2
mexico,5,18683.2
chameleons,5,18683.2
loups,5,18683.2
board book,5,18683.2
tv movies,5,18683.2
artistes,5,18683.2
spanish: grades 3-4,5,18683.2
environmental science,5,18683.2
sexual behavior,5,18683.2
fate and fatalism,5,18683.2
initial teaching alphabet,5,18683.2
chasse,5,18683.2
ramona (fictitious character),5,18683.2
quimby,5,18683.2
mischief,5,18683.2
teenage boy/girl relations,5,18683.2
smuggling,5,18683.2
alimentos,5,18683.2
afternoon teas,5,18683.2
476 a.d.,5,18683.2
20 av. j.,5,18683.2
15.52 roman empire,5,18683.2
teacher guide,5,18683.2
rings,5,18683.2
baseball cards,5,18683.2
writing,5,18683.2
cats--poetry,5,18683.2
cat in the hat (fictitious character),5,18683.2
rivers,5,18683.2
spanish literature,5,18683.2
histoires rim?es,5,18683.2
underpants,5,18683.2
denmark,5,18683.2
actors,5,18683.2
vehicles,5,18683.2
indigenous peoples in canada,5,18683.2
c.,5,18683.2
byzantine empire -- history -- to 527.,5,18683.2
dead,5,18683.2
aristocracy (social class),5,18683.2
art de conter,5,18683.2
jardines de infantes,5,18683.2
jugendgruppe,5,18683.2
early childhood,5,18683.2
international relations,5,18683.2
cadeaux,5,18683.2
war and military,5,18683.2
language arts (primary),5,18683.2
hund,5,18683.2
tibet autonomous region,5,18683.2
translations into portuguese,5,18683.2
jewish,5,18683.2
cliques (sociology),5,18683.2
interactive,5,18683.2
hands-on,4,23354
teamwork,4,23354
collaboration,4,23354
révoltes,4,23354
fantasie,4,23354
leonardo,4,23354
astrology,4,23354
diversity,4,23354
teaching resources,4,23354
mass media,4,23354
builders,4,23354
life skills,4,23354
history - exploration & discovery,4,23354
livres tactiles,4,23354
livres tout carton,4,23354
mariposas,4,23354
métamorphose,4,23354
distopías,4,23354
katniss everdeen (fictitious character),4,23354
hipnotismo,4,23354
molly (fictitious character),4,23354
molly (personaje literario),4,23354
molly moon (fictitious character),4,23354
1452-1519,4,23354
da vinci,4,23354
care and hygiene,4,23354
bram stoker award winner,4,23354
children stories,4,23354
recreation,4,23354
buddhist monks,4,23354
buddhists,4,23354
dge-lugs-pa (sect),4,23354
lamaism,4,23354
lamas,4,23354
urban,4,23354
discoveries in science,4,23354
baleines,4,23354
préhistoire,4,23354
opera,4,23354
rug and carpet industry,4,23354
iraq,4,23354
sun,4,23354
ships & underwater craft,4,23354
titanic (ship),4,23354
transportation - boats,4,23354
siamese cats,4,23354
government policy,4,23354
dynamics,4,23354
nyt:paperback_graphic_books=2011-09-24,4,23354
operative dentistry,4,23354
orthodontics,4,23354
fancy nancy (fictitious character),4,23354
collectionid:caldecotthonor90,4,23354
lecture (enseignement primaire),4,23354
autonomy (psychology),4,23354
preschool,4,23354
soirées pyjama,4,23354
safety education,4,23354
seres extraterrestres,4,23354
poor,4,23354
albums tout carton,4,23354
horror & ghost stories,4,23354
fear in children,4,23354
raina,4,23354
self concept,4,23354
self-esteem in adolescence,4,23354
telgemeier,4,23354
zahnarzt,4,23354
zahnspange,4,23354
tennessee,4,23354
meteorology,4,23354
classes sociales,4,23354
individuality in children,4,23354
interviews,4,23354
renards,4,23354
perception,4,23354
inclined planes,4,23354
ayla (fictitious character),4,23354
epic literature,4,23354
ice age,4,23354
maestros,4,23354
dessin,4,23354
fasts and feasts,4,23354
west virginia,4,23354
collectionid:cyoa3,4,23354
skateboarders,4,23354
school library journal best book of the year (2005),4,23354
toddlers,4,23354
sick,4,23354
juvenile easy readers,4,23354
rain forest ecology,4,23354
characters,4,23354
chevaux,4,23354
manuels,4,23354
pythons,4,23354
alcoholics,4,23354
all souls' day,4,23354
consuls,4,23354
psychological aspects of alcoholism,4,23354
filles juives,4,23354
kindertransports (rescue operations),4,23354
refugies,4,23354
patience,4,23354
amistad -- novela juvenil,4,23354
géologie,4,23354
attention-deficit hyperactivity disorder,4,23354
dyslexics,4,23354
father and child,4,23354
ayla (fictitious character : auel),4,23354
imaginacion,4,23354
lexile_range:501-600,4,23354
lexile_range:201-300,4,23354
recits humoristiques,4,23354
dental care,4,23354
illnesses & injuries,4,23354
documentary films,4,23354
reporters and reporting,4,23354
junie b. (fictitious character),4,23354
histoires d'amour,4,23354
souvenir,4,23354
soviet union,4,23354
cowboys,4,23354
customs and practices,4,23354
incest,4,23354
college readers,4,23354
green eggs and ham,4,23354
ham,4,23354
in rhymes,4,23354
jig story,4,23354
jigsaw,4,23354
football,4,23354
élèves du secondaire,4,23354
beagle (dog breed),4,23354
beagles (dogs),4,23354
musical instruments,4,23354
bewährung,4,23354
minnesota,4,23354
eagles,4,23354
incantations,4,23354
sports & recreation,4,23354
gerbils,4,23354
air pilots,4,23354
veterans,4,23354
1960-1988,4,23354
roller skating,4,23354
1954,4,23354
hurricane hazel,4,23354
ouragan hazel,4,23354
supervillains,4,23354
sea turtles,4,23354
rock musicians,4,23354
librettos,4,23354
hermanos e hermanas,4,23354
age:min:7,4,23354
horror stories.,4,23354
chamber music,4,23354
first time readers,4,23354
ancient science,4,23354
sunflowers,4,23354
2-3 years,4,23354
20,4,23354
4,4,23354
audio-cassette included,4,23354
child psychology,4,23354
underground movements,4,23354
wettkampf,4,23354
series:amazing_machines,4,23354
fire,4,23354
scotland,4,23354
scots,4,23354
parental behavior in animals,4,23354
guerrilla warfare,4,23354
picture lions,4,23354
tractors,4,23354
pies,4,23354
food industry and trade,4,23354
2001-,4,23354
topic,4,23354
hawaii,4,23354
little critter (fictitious character),4,23354
cerebral palsy,4,23354
d.c.),4,23354
memoria,4,23354
blackmail,4,23354
september 11 terrorist attacks (2001) fast (ocolc)fst01112794,4,23354
eruption of vesuvius (italy : 79) fast (ocolc)fst01353034,4,23354
pompeii (extinct city),4,23354
jewish children,4,23354
married women,4,23354
lgbtq graphic novels,4,23354
literatura juenil,4,23354
nyt:paperback-graphic-books=2012-09-23,4,23354
relaciones humas,4,23354
relations raciales,4,23354
stereotypes (social psychology),4,23354
ethnology,4,23354
écureuils,4,23354
carnivals,4,23354
horreur,4,23354
automobile engineering,4,23354
serial murder investigation,4,23354
serial murders,4,23354
american love stories,4,23354
clergé,4,23354
sibling rivalry,4,23354
virtual reality,4,23354
desert biology,4,23354
jack (fictitious character),4,23354
women superheroes,4,23354
822.33,4,23354
shoes,4,23354
fantasy.,4,23354
dalmatian dog,4,23354
embarrassment,4,23354
homework,4,23354
magic tricks,4,23354
vida familiar,4,23354
sasquatch,4,23354
cuentos infantiles,4,23354
dragones,4,23354
comics &graphic novels,4,23354
social acceptance,4,23354
chumash women,4,23354
jóvenes (mujeres),4,23354
language arts - general,4,23354
san nicolas island (calif.),4,23354
water security,4,23354
voyages around the world,4,23354
mohawk indians,4,23354
découverte et exploration,4,23354
nonfiction,4,23354
ordinateurs,4,23354
forgiveness,4,23354
investigative reporting,4,23354
zoe parker (fictitious character),4,23354
gangsters,4,23354
plague,4,23354
oceanography,4,23354
equipment and supplies,4,23354
collectionid:caldecotthonor80,4,23354
822.3/3,4,23354
english drama,4,23354
fathers and daughters--drama,4,23354
kommentar,4,23354
nyt:paperback_books=2012-02-25,4,23354
character books,4,23354
father son relationships,4,23354
ierland,4,23354
sprookjesfiguren,4,23354
fantômes,4,23354
italians,4,23354
1933-1945,4,23354
human-animal communication,4,23354
juvenile materials,4,23354
lexile:450,4,23354
dieux grecs,4,23354
fishing stories,4,23354
genetics,4,23354
department stores,4,23354
gnomes,4,23354
813/.54,4,23354
worry,4,23354
racing automobiles,4,23354
new school,4,23354
tongue twisters,4,23354
elections,4,23354
english horror tales,4,23354
gothic,4,23354
street children,4,23354
animaux domestiques,4,23354
george,4,23354
orwell,4,23354
solitude,4,23354
anniversaires de naissance,4,23354
children's parties,4,23354
honradez,4,23354
rentrée scolaire,4,23354
jeux,4,23354
totalitarisme,4,23354
bedtime stories,4,23354
extreme sports,4,23354
clowns,4,23354
cyclisme,4,23354
tod,4,23354
gatitos,4,23354
1903-1950,4,23354
lgbtq picture books,4,23354
case studies,4,23354
homicide,4,23354
1485-1603,4,23354
grandsons,4,23354
great plains,4,23354
daughter,4,23354
easy to read,4,23354
government,4,23354
grands-parents et enfants,4,23354
animaux familiers,4,23354
primavera,4,23354
sadness,4,23354
computer science,4,23354
magical creatures,4,23354
bf637.s8 c37 1998,4,23354
cheng gong fa,4,23354
saint-valentin (fête),4,23354
valentines,4,23354
birth control,4,23354
amphibians,4,23354
genies,4,23354
security (psychology),4,23354
déménagement,4,23354
préjugés,4,23354
noël,4,23354
entertaining,4,23354
polar bears,4,23354
causes,4,23354
greeks,4,23354
veterinarians,4,23354
hop on pop,4,23354
toddler,4,23354
tradition,4,23354
young,4,23354
tower of london (london,4,23354
ojibwa indians,4,23354
marine biology,4,23354
constitutional history,4,23354
undercover operations,4,23354
Bilingual,4,23354
"Dictionaries""",4,23354
"""reference",4,23354
"""dictionaries""",4,23354
language learning,4,23354
achievement,4,23354
bf 637.s8 c289 1998,4,23354
succe  s.,4,23354
succes,4,23354
motion picture industry,4,23354
viruses,4,23354
globalization,4,23354
poisons,4,23354
children: young adult (gr. 10-12),4,23354
mirror,4,23354
xiu shen,4,23354
skin,4,23354
collectors and collecting,4,23354
158/.1,4,23354
mind & spirit,4,23354
fund raising,4,23354
""" ""French language materials",4,23354
""" ""French Language Materials""",4,23354
classic seuss,4,23354
economic conditions,4,23354
care,4,23354
series:warriors_the_prophecies_begin,4,23354
interpersonal communication,4,23354
mänskliga relationer,4,23354
persuasion (psychology),4,23354
psychologie applique e.,4,23354
psychologie appliquee,4,23354
psychologie appliquée,4,23354
ren ji guan xi,4,23354
självförverkligande,4,23354
animal shelters,4,23354
african american children,4,23354
exhibitions de monstres,4,23354
basic reader,4,23354
medicine in literature,4,23354
civil rights movements,4,23354
military campaigns,4,23354
british aerial operations,4,23354
royal air force,4,23354
lugares imaginarios,4,23354
shao er du wu,4,23354
"""animals""",4,23354
nature study,4,23354
grade:max:2,4,23354
vol (droit),4,23354
frank,4,23354
jewish children in the holocaust,4,23354
framgång,4,23354
2004,4,23354
abridged,4,23354
turkish delight,4,23354
1961-1975,4,23354
vietnam war,4,23354
sheep,4,23354
rich people,4,23354
hunters,4,23354
anti-racism,4,23354
social justice,4,23354
underwear,4,23354
emperor penguin,4,23354
collectionid:goosebumps4,4,23354
environmental health,4,23354
libros y lectura,4,23354
interpretation,4,23354
discoveries in geography,4,23354
joseph,4,23354
cooks,4,23354
railroad travel,4,23354
individual differences,4,23354
1st grade,4,23354
hard-boiled,4,23354
toxicology,4,23354
ponies,4,23354
tigger (fictitious character),4,23354
health and wellness,4,23354
histoires pour enfants anglaises,4,23354
bereavement,4,23354
personnes handicapées,4,23354
golf courses,4,23354
aslan the lion (fictitious character),4,23354
fauns,4,23354
the blitz,4,23354
success in business,4,23354
children's 4-8,4,23354
education / teaching,4,23354
james,4,23354
clocks and watches,4,23354
readers (adult),4,23354
microorganisms,4,23354
pandas,4,23354
aventuras,4,23354
periodicals,4,23354
collection:origami,4,23354
lgbtq young adult,4,23354
computer-assisted instruction,4,23354
romance literature,4,23354
english folk songs,4,23354
folk songs,4,23354
creation (literary,4,23354
sports injuries,4,23354
atomic bomb,4,23354
tail,4,23354
novela humorística,4,23354
translations into czech,4,23354
witnesses,4,23354
history: world,4,23354
pulleys,4,23354
wheels,4,23354
fruit,4,23354
shapeshifting,4,23354
detektiver,4,23354
sjove bøger,4,23354
hares,4,23354
fantasy comic books,4,23354
government relations,4,23354
mini-livres,4,23354
miniature books.,4,23354
talibans,4,23354
abeille,4,23354
beehives,4,23354
ruches,4,23354
physical geology,4,23354
other,4,23354
synesthesia,4,23354
ipuinak-,4,23354
metodologia,4,23354
utopias,4,23354
toronto maple leafs (hockey team),4,23354
1863,4,23354
civil war,4,23354
yan qing xiao shuo,4,23354
typewriters,4,23354
vacas,4,23354
pères et filles,4,23354
