Genre,Count,93416 divded
automobile travel,13,7185.846154
sign language,13,7185.846154
aunts,13,7185.846154
british columbia,13,7185.846154
tornadoes,13,7185.846154
shakespeare,13,7185.846154
literacy,13,7185.846154
teens,13,7185.846154
twenty-first century,13,7185.846154
temper tantrums,13,7185.846154
literary collections,13,7185.846154
puppies,13,7185.846154
livres en gros caractères,13,7185.846154
mother-daughter relationship,13,7185.846154
cattle,13,7185.846154
sunny baudelaire (fictitious character),13,7185.846154
guinea pigs,13,7185.846154
blessing and cursing,13,7185.846154
school children,13,7185.846154
parents,13,7185.846154
film adaptations,13,7185.846154
russian,13,7185.846154
modern,13,7185.846154
squirrels,13,7185.846154
prisoners,13,7185.846154
grade:min:4,13,7185.846154
airplanes,13,7185.846154
success,13,7185.846154
native americans,13,7185.846154
age:min:2,13,7185.846154
belletristische darstellung,13,7185.846154
treatment,13,7185.846154
cycling,13,7185.846154
1564-1616,13,7185.846154
picture puzzles,13,7185.846154
nursery rhymes,13,7185.846154
secrecy,13,7185.846154
audiobooks,13,7185.846154
penguins,12,7784.666667
reading (elementary),12,7784.666667
helping behavior,12,7784.666667
chemistry,12,7784.666667
moral and ethical aspects,12,7784.666667
self-help techniques,12,7784.666667
homosexuality,12,7784.666667
jellyfishes,12,7784.666667
circus,12,7784.666667
florida,12,7784.666667
science & nature,12,7784.666667
"""Adventure and adventurers""",12,7784.666667
cabañas en los árboles,12,7784.666667
dolls,12,7784.666667
in literature,12,7784.666667
espacio y tiempo,12,7784.666667
martial arts,12,7784.666667
the,12,7784.666667
superintendentes y directores,12,7784.666667
grammar,12,7784.666667
recits,12,7784.666667
birthday parties,12,7784.666667
truthfulness and falsehood,12,7784.666667
costume,12,7784.666667
marine ecology,12,7784.666667
darren shan (fictitious character),12,7784.666667
latin language,12,7784.666667
rome,12,7784.666667
freak shows,12,7784.666667
continental european drama (dramatic works by one author),12,7784.666667
skateboarding,12,7784.666667
orphans & foster homes,12,7784.666667
teamwork (sports),12,7784.666667
flies,12,7784.666667
récits humoristiques anglais,12,7784.666667
training,12,7784.666667
series:a_narwhal_and_jelly_book,12,7784.666667
grade:min:kindergarten and up,12,7784.666667
dinosaures,12,7784.666667
home,12,7784.666667
zhang pian xiao shuo,12,7784.666667
environment,12,7784.666667
ying yu,12,7784.666667
kittens,12,7784.666667
animal rescue,12,7784.666667
eggs,12,7784.666667
polish language materials,12,7784.666667
dysfunctional families,12,7784.666667
early works to 1800,12,7784.666667
holmes,12,7784.666667
mammals,12,7784.666667
lizards,12,7784.666667
culture,12,7784.666667
patos,12,7784.666667
children's audiobooks,12,7784.666667
pumpkin,12,7784.666667
native peoples,12,7784.666667
butterflies,12,7784.666667
eccentrics and eccentricities,12,7784.666667
souris,12,7784.666667
adoption,12,7784.666667
crafts,12,7784.666667
artemis (fictitious character),12,7784.666667
award:theodor_seuss_geisel_award,12,7784.666667
badgers,12,7784.666667
plot-your-own stories,12,7784.666667
hair,12,7784.666667
fowl,12,7784.666667
school,12,7784.666667
design and construction,12,7784.666667
children's songs,12,7784.666667
artemis fowl (fictitious character),12,7784.666667
lego toys,12,7784.666667
apprentices,12,7784.666667
adaptation,12,7784.666667
exhibitions,12,7784.666667
candy,12,7784.666667
frères et sœurs,12,7784.666667
wishes,12,7784.666667
campamentos,12,7784.666667
hunger,12,7784.666667
agriculture,12,7784.666667
romans pour la jeunesse,11,8492.363636
cuentos de terror,11,8492.363636
massachusetts,11,8492.363636
cuentos en rima,11,8492.363636
accidents,11,8492.363636
translations into spanish,11,8492.363636
Canadian,11,8492.363636
reading (primary),11,8492.363636
maturation (psychology),11,8492.363636
facsimiles,11,8492.363636
coloring books,11,8492.363636
identification,11,8492.363636
mermaids,11,8492.363636
nyt:series_books=2008-06-22,11,8492.363636
ancient history,11,8492.363636
comic and graphic books,11,8492.363636
inheritance and succession,11,8492.363636
americans,11,8492.363636
environmentalism,11,8492.363636
juvenile drama,11,8492.363636
conducta (ética),11,8492.363636
geschichte,11,8492.363636
lexile_code:ad,11,8492.363636
novela estadounidense,11,8492.363636
animals in art,11,8492.363636
christianity,11,8492.363636
comedy,11,8492.363636
"""picture books""",11,8492.363636
handicraft,11,8492.363636
eskimos,11,8492.363636
escapes,11,8492.363636
unicorns & mythical,11,8492.363636
porcs,11,8492.363636
hats,11,8492.363636
for national curriculum key stage 2,11,8492.363636
araignées,11,8492.363636
tigers,11,8492.363636
electricity,11,8492.363636
high interest-low vocabulary books,11,8492.363636
grade:max:3,11,8492.363636
violet baudelaire (fictitious character),11,8492.363636
english poetry,11,8492.363636
anger,11,8492.363636
mères et filles,11,8492.363636
elementary schools,11,8492.363636
tłumaczenia polskie,11,8492.363636
characters in literature,11,8492.363636
cancer,11,8492.363636
human-alien encounters,11,8492.363636
frustration,11,8492.363636
klaus baudelaire (fictitious character),11,8492.363636
runaways,11,8492.363636
readers for new literates,11,8492.363636
video games,11,8492.363636
vikings,11,8492.363636
trials,11,8492.363636
life cycles,11,8492.363636
nyt:middle-grade-paperback-monthly=2019-10-13,11,8492.363636
geese,11,8492.363636
weddings,11,8492.363636
metamorphosis,11,8492.363636
héros,11,8492.363636
hunting,11,8492.363636
percy jackson,11,8492.363636
sauvetages,11,8492.363636
autobiography,11,8492.363636
wildlife conservation,11,8492.363636
haunted places,11,8492.363636
force and energy,11,8492.363636
home economics,11,8492.363636
roman anglais,11,8492.363636
kinderbuch,11,8492.363636
mummies,11,8492.363636
mysteries & detective stories,11,8492.363636
newbery medal book,11,8492.363636
Juvenile literature,11,8492.363636
detectives,11,8492.363636
wilderness areas,11,8492.363636
shipwreck survival,11,8492.363636
ungeheuer,11,8492.363636
collectionid:texchallenge2021,11,8492.363636
british and irish drama (dramatic works by one author),11,8492.363636
clifford (fictitious character : bridwell),11,8492.363636
clergy,11,8492.363636
self-esteem & self-reliance,11,8492.363636
african american women,11,8492.363636
kindness,11,8492.363636
money-making projects for children,11,8492.363636
ireland,11,8492.363636
lexile:740,11,8492.363636
relations enfants-enfants,11,8492.363636
femmes,11,8492.363636
aventures,11,8492.363636
franklin (fictitious character),11,8492.363636
chats,10,9341.6
exercises,10,9341.6
skönlitteratur,10,9341.6
generosity,10,9341.6
autumn,10,9341.6
muestras,10,9341.6
new jersey,10,9341.6
rain forests,10,9341.6
english adventure stories,10,9341.6
wizard,10,9341.6
translating into welsh,10,9341.6
libros de juguete y movibles,10,9341.6
italian language materials,10,9341.6
problems,10,9341.6
women authors,10,9341.6
form,10,9341.6
greek,10,9341.6
thieves,10,9341.6
cows,10,9341.6
pet shops,10,9341.6
underground railroad,10,9341.6
basketball players,10,9341.6
lift-the-flap books,10,9341.6
non-classifiable,10,9341.6
children - harry potter,10,9341.6
challenges and overcoming obstacles,10,9341.6
congresses,10,9341.6
vida agrícola,10,9341.6
stuart little (fictitious character),10,9341.6
revolutionaries,10,9341.6
conejos,10,9341.6
english (ie as school subject),10,9341.6
gerald (fictitious character : willems),10,9341.6
tricksters,10,9341.6
forests and forestry,10,9341.6
aeronautics,10,9341.6
award winning books,10,9341.6
science projects,10,9341.6
pokemon (game),10,9341.6
goblins,10,9341.6
murry family (fictitious characters),10,9341.6
murry family (fictitious character),10,9341.6
friendship in adolesce,10,9341.6
age:max:14,10,9341.6
a wrinkle in time,10,9341.6
performing arts,10,9341.6
age:max:11,10,9341.6
han yu,10,9341.6
dui zhao du wu,10,9341.6
lexile:810,10,9341.6
forest animals,10,9341.6
contes de fées,10,9341.6
"""humorous stories""",10,9341.6
văn học mĩ,10,9341.6
viaje en el tiempo,10,9341.6
tiểu thuyết,10,9341.6
spanish: young adult (gr. 10-12),10,9341.6
poopnce,10,9341.6
cooperativeness,10,9341.6
buses,10,9341.6
école de sorcellerie (organisation imaginaire),10,9341.6
familia,10,9341.6
size,10,9341.6
cooperation,10,9341.6
motion,10,9341.6
korean,10,9341.6
titanic (navire à vapeur),10,9341.6
pop-up books,10,9341.6
morality,10,9341.6
flight,10,9341.6
poésie enfantine canadienne-anglaise,10,9341.6
crime & mystery,10,9341.6
business,10,9341.6
cross,10,9341.6
collectionid:ac,10,9341.6
alex cross (fictitious character),10,9341.6
custody of children,10,9341.6
widowers,10,9341.6
ghost,10,9341.6
obedience,10,9341.6
sherlock (fictitious character),10,9341.6
ballet,10,9341.6
etc.),10,9341.6
japanese,10,9341.6
campaigns,10,9341.6
lexile_range:401-500,10,9341.6
christian life,10,9341.6
whaling,10,9341.6
irish,10,9341.6
australia,10,9341.6
atlases,10,9341.6
juvenile films,10,9341.6
nyt:advice-how-to-and-miscellaneous=2013-10-20,10,9341.6
civil rights,10,9341.6
first loves,10,9341.6
friendship in youth,10,9341.6
nyt:series_books=2006-09-16,10,9341.6
winnie-the-pooh (fictitious character),10,9341.6
narwhal,10,9341.6
waisenkind,10,9341.6
suo xie ben,10,9341.6
pakistan,10,9341.6
social history,10,9341.6
occultism,10,9341.6
personal,10,9341.6
movies,10,9341.6
mississippi,10,9341.6
kid's,10,9341.6
lions,10,9341.6
slaves,10,9341.6
self-realization,10,9341.6
child abuse,10,9341.6
recits humoristiques anglais,10,9341.6
stein der weisen,10,9341.6
school life,10,9341.6
poudlard,10,9341.6
places & cultures,10,9341.6
lehrling,10,9341.6
ingleterra,10,9341.6
hechicería,10,9341.6
cleverness,10,9341.6
novelas juveniles inglesas,10,9341.6
novelas fantásticas,10,9341.6
modern history to 20th century: c 1700 to c 1900,10,9341.6
magic and supernatural,10,9341.6
literatura juvenil estadounidense,10,9341.6
literary theory,10,9341.6
hands-on kit,10,9341.6
determination (trait de personnalite),9,10379.55556
français (langue),9,10379.55556
magiciens,9,10379.55556
politique et gouvernement,9,10379.55556
satire,9,10379.55556
political corruption,9,10379.55556
ants,9,10379.55556
singing,9,10379.55556
farces et attrapes,9,10379.55556
foster homes,9,10379.55556
cartooning,9,10379.55556
nuit,9,10379.55556
safety measures,9,10379.55556
yo-yos,9,10379.55556
films,9,10379.55556
astronautics,9,10379.55556
etiquette,9,10379.55556
mechanics,9,10379.55556
comic strips & cartoons,9,10379.55556
borrowers (fictitious characters),9,10379.55556
nancy (fictitious character),9,10379.55556
heart attack,9,10379.55556
drew,9,10379.55556
widows,9,10379.55556
underground areas,9,10379.55556
alcoholism,9,10379.55556
cosmetics,9,10379.55556
bedrooms,9,10379.55556
literary criticism,9,10379.55556
fantastique,9,10379.55556
Canadian literature,9,10379.55556
sick children,9,10379.55556
muchachos,9,10379.55556
aids (disease),9,10379.55556
musées,9,10379.55556
novelists,9,10379.55556
roman policier,9,10379.55556
spring,9,10379.55556
fictional biography,9,10379.55556
age:max:10,9,10379.55556
fear of the dark,9,10379.55556
death & dying,9,10379.55556
communication,9,10379.55556
titans (mythology),9,10379.55556
guidebooks,9,10379.55556
islam,9,10379.55556
artificial intelligence,9,10379.55556
animal stories,9,10379.55556
parques zoológicos,9,10379.55556
jeugdboeken ; verhalen,9,10379.55556
ability,9,10379.55556
american humorous stories,9,10379.55556
curriculum,9,10379.55556
children and death,9,10379.55556
rock music,9,10379.55556
islas,9,10379.55556
triangles (interpersonal relations),9,10379.55556
nyt:series_books=2011-11-12,9,10379.55556
animales zoológicos,9,10379.55556
american farm life,9,10379.55556
imagination & play,9,10379.55556
human geography,9,10379.55556
age:max:5,9,10379.55556
spanish language books,9,10379.55556
"""adventure and adventurers""",9,10379.55556
archaeology,9,10379.55556
ivy (fictitious character : barrows),9,10379.55556
libros de caricaturas,9,10379.55556
industries,9,10379.55556
industrie,9,10379.55556
noirs,9,10379.55556
rodents,9,10379.55556
legal stories,9,10379.55556
lesbians,9,10379.55556
motion picture music,9,10379.55556
trains,9,10379.55556
railroad trains,9,10379.55556
rhyming,9,10379.55556
orderliness,9,10379.55556
muslims,9,10379.55556
fées,9,10379.55556
elefantes,9,10379.55556
secuestro,9,10379.55556
english short stories,9,10379.55556
fishing,9,10379.55556
prisons,9,10379.55556
legal,9,10379.55556
native american,9,10379.55556
mères et fils,9,10379.55556
hadas,9,10379.55556
newspapers,9,10379.55556
freres et soeurs,9,10379.55556
arañas,9,10379.55556
creative ability,9,10379.55556
kirsty tate (fictitious character),9,10379.55556
biographical,9,10379.55556
18.06 anglo-american literature,9,10379.55556
traducciones al español,9,10379.55556
bean (fictitious character : barrows),9,10379.55556
livres illustrés pour enfants,9,10379.55556
mate selection,9,10379.55556
religious,9,10379.55556
evolution,9,10379.55556
curriculum filing cabinet,9,10379.55556
tyrannosaurus rex,9,10379.55556
cuentos de hadas,9,10379.55556
n.y.),9,10379.55556
trumpeter swan,9,10379.55556
spanish stories,9,10379.55556
massachusetts children's book award winner,9,10379.55556
sound effects books,9,10379.55556
london,9,10379.55556
motion picture plays,9,10379.55556
dink duncan (fictitious character),9,10379.55556
country life,9,10379.55556
englisch,9,10379.55556
quests,9,10379.55556
crianã§a,9,10379.55556
animal babies,9,10379.55556
exploitations agricoles,9,10379.55556
baking,9,10379.55556
mood (psychology),9,10379.55556
language arts (elementary),9,10379.55556
characters and characteristics in literature,9,10379.55556
"""Friendship""",9,10379.55556
collectionid:conroechallenge,9,10379.55556
residential schools,9,10379.55556
morale pratique,9,10379.55556
harry (personnage fictif),9,10379.55556
words,9,10379.55556
southern states,9,10379.55556
crocodiles,9,10379.55556
curiosity,9,10379.55556
big books,9,10379.55556
relations humaines chez l'enfant,9,10379.55556
domestic,9,10379.55556
livres et lecture,9,10379.55556
animal sounds,9,10379.55556
canadian poetry,9,10379.55556
survival after airplane accidents,9,10379.55556
astronauts,9,10379.55556
jigsaw (fictitious character),9,10379.55556
gatos,9,10379.55556
yoyos,9,10379.55556
directeurs d'école,8,11677
electric power,8,11677
composition and exercises,8,11677
6.1.,8,11677
attics,8,11677
bathrooms,8,11677
worms,8,11677
juvenile humor,8,11677
requins,8,11677
bees,8,11677
child,8,11677
reading list,8,11677
social sciences,8,11677
shopping,8,11677
histoires pour enfants,8,11677
picture book,8,11677
police psychologists,8,11677
north america,8,11677
piggie (fictitious character : willems),8,11677
rain and rainfall,8,11677
merveilleux,8,11677
""" ""Dictionaries",8,11677
westerns,8,11677
écoles secondaires,8,11677
bus drivers,8,11677
pacientes,8,11677
forest ecology,8,11677
collections & anthologies,8,11677
amnesiacs,8,11677
adult,8,11677
beginner books,8,11677
ohio,8,11677
science & technology,8,11677
abandoned children,8,11677
daughters,8,11677
animal attacks,8,11677
attaques,8,11677
gale,8,11677
african american police,8,11677
study and teaching (primary),8,11677
lexile_range:901-1000,8,11677
assertiveness (psychology),8,11677
afro-americans,8,11677
donation of organs,8,11677
han yu pin yin,8,11677
l. frank),8,11677
oz (imaginary place),8,11677
oz (lieu imaginaire),8,11677
scarecrow (fictitious character : baum),8,11677
tin woodman (fictitious character),8,11677
toto (fictitious character),8,11677
wizard of oz (baum,8,11677
wizard of oz (fictitious character),8,11677
indians of mexico,8,11677
joueurs de hockey,8,11677
imaginary companions,8,11677
roman américain,8,11677
novela infantil,8,11677
social change,8,11677
social evolution,8,11677
comic,8,11677
metamorfosis (biología),8,11677
life sciences,8,11677
children's questions and answers,8,11677
vocabulaire,8,11677
intergenerational relations,8,11677
larten crepsley (fictitious character),8,11677
mr. gum (fictitious character),8,11677
age:max:6,8,11677
ontario,8,11677
histoires de fantômes,8,11677
actors and actresses,8,11677
fugitive slaves,8,11677
androids,8,11677
bounty hunters,8,11677
easter,8,11677
pre-school,8,11677
parents et enfants,8,11677
mythes géographiques,8,11677
stories without words,8,11677
aids and devices,8,11677
hydrologic cycle,8,11677
rivage,8,11677
maps,8,11677
narnia (imaginary place),8,11677
physicians,8,11677
communities,8,11677
community,8,11677
collection and preservation,8,11677
collectionid:boxcar2,8,11677
executions and executioners,8,11677
welsh language,8,11677
new york (state),8,11677
stage history,8,11677
fashion,8,11677
tissues,8,11677
age:max:9,8,11677
effect of human beings on,8,11677
social behavior,8,11677
exercise,8,11677
contes americains,8,11677
contes américains,8,11677
cowardly lion (fictitious character),8,11677
dorothy gale (fictitious character),8,11677
er tong du wu,8,11677
fantasy literature,8,11677
escuelas secundarias,8,11677
african american girls,8,11677
lost children,8,11677
strikes and lockouts,8,11677
polar bear,8,11677
life,8,11677
abuelos,8,11677
mountains,8,11677
celebration,8,11677
reading comprehension,8,11677
habitations,8,11677
beaches,8,11677
erotica,8,11677
baby sitters,8,11677
social science,8,11677
sciences naturelles,8,11677
basket-ball,8,11677
travail d'equipe,8,11677
hora de acostarse,8,11677
action & adventure - general,8,11677
coal mines and mining,8,11677
tricks,8,11677
chauves-souris,8,11677
prehistoric animals,8,11677
explorers,8,11677
oncles,8,11677
adolescent,8,11677
sorties scolaires,8,11677
swindlers and swindling,8,11677
brujas,8,11677
histoires rimées,8,11677
san francisco (calif.),8,11677
nature & the natural world,8,11677
volcanoes,8,11677
rachel walker (fictitious character),8,11677
pests,8,11677
growth,8,11677
writer's block,8,11677
shark attacks,8,11677
survie après accidents d'avion,8,11677
cameras,8,11677
paint,8,11677
metabolism,8,11677
recording and reproducing,8,11677
camouflage (biology),8,11677
illustrators,8,11677
songs and music,8,11677
star wars films,8,11677
corps humain,8,11677
cuerpo humano,8,11677
magic school bus,8,11677
bildungsromans,8,11677
old age,8,11677
comportement d'aide,8,11677
thunderstorms,8,11677
children's non-fiction,8,11677
diary,8,11677
insect societies,8,11677
cartoonists,8,11677
athletes,7,13345.14286
hibernation,7,13345.14286
novela inglesa,7,13345.14286
telepathy,7,13345.14286
vie des pionniers,7,13345.14286
harry (personaje literario),7,13345.14286
hechiceros,7,13345.14286
buddhism,7,13345.14286
statistics,7,13345.14286
vegetables,7,13345.14286
arithmetic,7,13345.14286
lgbt,7,13345.14286
lgbtq,7,13345.14286
juvenile riddles,7,13345.14286
istoty pozaziemskie,7,13345.14286
deckard,7,13345.14286
protection,7,13345.14286
skywalker,7,13345.14286
luke skywalker (fictitious character),7,13345.14286
luke (fictitious character),7,13345.14286
weibliche jugend,7,13345.14286
villages,7,13345.14286
amusement parks,7,13345.14286
organized crime,7,13345.14286
tooth fairy,7,13345.14286
franklin (personaje literario : bourgeois),7,13345.14286
frankenstein (fictitious character),7,13345.14286
películas cinematográficas juveniles,7,13345.14286
physicists,7,13345.14286
pokémon (game),7,13345.14286
introspection,7,13345.14286
industrial revolution,7,13345.14286
studies,7,13345.14286
water-supply,7,13345.14286
disease vectors,7,13345.14286
dining rooms,7,13345.14286
crop rotation,7,13345.14286
corsets,7,13345.14286
households,7,13345.14286
house & home / reference,7,13345.14286
home & garden,7,13345.14286
black pepper,7,13345.14286
beriberi,7,13345.14286
beeswax,7,13345.14286
bedbugs,7,13345.14286
gas lighting,7,13345.14286
stonewall book awards,7,13345.14286
zhong pian xiao shuo,7,13345.14286
bravery,7,13345.14286
morals,7,13345.14286
german language,7,13345.14286
cloning,7,13345.14286
hugo award winner,7,13345.14286
tesoros ocultos,7,13345.14286
sea monsters,7,13345.14286
wounds and injuries,7,13345.14286
south africa,7,13345.14286
enseignants,7,13345.14286
hunting stories,7,13345.14286
linen,7,13345.14286
larders,7,13345.14286
kerosene,7,13345.14286
history of tea,7,13345.14286
history of salt,7,13345.14286
history of cotton,7,13345.14286
history of coffee,7,13345.14286
history / reference,7,13345.14286
hemp,7,13345.14286
remarriage,7,13345.14286
psychic ability,7,13345.14286
division,7,13345.14286
arts & entertainment,7,13345.14286
environmental aspects of rooms,7,13345.14286
environmental aspects of dwellings,7,13345.14286
severe storms,7,13345.14286
ravens,7,13345.14286
problem children,7,13345.14286
thanksgiving day,7,13345.14286
instructional materials,7,13345.14286
immigrant families,7,13345.14286
exploitation,7,13345.14286
roman mythology,7,13345.14286
deer,7,13345.14286
nurseries,7,13345.14286
neighborhoods,7,13345.14286
teacher resources,7,13345.14286
"""juvenile literature",7,13345.14286
cement,7,13345.14286
blackouts,7,13345.14286
morale,7,13345.14286
history & surveys,7,13345.14286
russian language materials,7,13345.14286
stairs,7,13345.14286
spinning jenny,7,13345.14286
mason jars,7,13345.14286
locusts,7,13345.14286
gaia (greek deity),7,13345.14286
autores,7,13345.14286
tragedy,7,13345.14286
elementary school,7,13345.14286
animales fabulosos,7,13345.14286
communauté,7,13345.14286
explorateurs,7,13345.14286
middle east,7,13345.14286
translations into german,7,13345.14286
employees,7,13345.14286
historia antiga,7,13345.14286
orphelines,7,13345.14286
bible,7,13345.14286
star wars,7,13345.14286
presidents,7,13345.14286
los angeles (calif.),7,13345.14286
racisme,7,13345.14286
nova scotia,7,13345.14286
grands-mères,7,13345.14286
homelessness,7,13345.14286
african american,7,13345.14286
good and evil.,7,13345.14286
good & evil,7,13345.14286
german philosophy,7,13345.14286
ethics (philosophy),7,13345.14286
asceticism,7,13345.14286
blood,7,13345.14286
mundanity,7,13345.14286
mrs beeton's book of household management,7,13345.14286
mousetraps,7,13345.14286
indiens d'amérique,7,13345.14286
vietnamese language materials,7,13345.14286
giraffes,7,13345.14286
geometry,7,13345.14286
bestseller,7,13345.14286
shan,7,13345.14286
amelia-bedelia (fictitious character),7,13345.14286
origami,7,13345.14286
infancia,7,13345.14286
sumptuary laws,7,13345.14286
roman fantastique,7,13345.14286
spice trade,7,13345.14286
socialization,7,13345.14286
social science / popular culture,7,13345.14286
silk,7,13345.14286
racially mixed people,7,13345.14286
scurvy,7,13345.14286
sculleries,7,13345.14286
rooms,7,13345.14286
psychological aspects of rooms,7,13345.14286
psychological aspects of dwellings,7,13345.14286
drug abuse,7,13345.14286
organ donors,7,13345.14286
leukemia,7,13345.14286
leucemia,7,13345.14286
talent shows,7,13345.14286
stuffed animals,7,13345.14286
sagas,7,13345.14286
abuelas,7,13345.14286
michigan,7,13345.14286
teaching materials,7,13345.14286
african american families,7,13345.14286
tea,7,13345.14286
wool,7,13345.14286
wigs,7,13345.14286
wenham lake ice company,7,13345.14286
wallpaper,7,13345.14286
volkerwanderung,7,13345.14286
victorian fashion,7,13345.14286
outdoor recreation,7,13345.14286
prehistoric peoples,7,13345.14286
maturation (psychologie),7,13345.14286
law and legislation,7,13345.14286
immortality,7,13345.14286
seeds,7,13345.14286
mensonge,7,13345.14286
genetic,7,13345.14286
new england,7,13345.14286
donneurs d'organes,7,13345.14286
hope,7,13345.14286
great britain. mi6,7,13345.14286
parks,7,13345.14286
spiritual life,7,13345.14286
victorian england,7,13345.14286
tay bridge disaster,7,13345.14286
tallow,7,13345.14286
table manners,7,13345.14286
stilton,7,13345.14286
intelligence officers,7,13345.14286
crimes against,7,13345.14286
Friendship,7,13345.14286
american manuscripts,7,13345.14286
danish,7,13345.14286
space warfare,7,13345.14286
i can read it all by myself,7,13345.14286
control systems,7,13345.14286
chr 1982,7,13345.14286
artificial life,7,13345.14286
androidy,7,13345.14286
extinction (biology),7,13345.14286
museos,7,13345.14286
miscellanées,7,13345.14286
padre e hijo,7,13345.14286
in art,7,13345.14286
giraffe,7,13345.14286
south carolina,7,13345.14286
stella (fictitious character : gay),7,13345.14286
social studies,7,13345.14286
interplanetary voyages,7,13345.14286
catholic church,7,13345.14286
san francisco (stany zjednoczone,7,13345.14286
robotic pets,7,13345.14286
earth (planet),7,13345.14286
girls' clubs,7,13345.14286
sounds,7,13345.14286
kenya,7,13345.14286
conspiracies,7,13345.14286
avarice,7,13345.14286
mother-son relationship,7,13345.14286
leprechauns,7,13345.14286
motorcycles,7,13345.14286
world history,7,13345.14286
magi,7,13345.14286
hanukkah,7,13345.14286
william),7,13345.14286
abenteuer,7,13345.14286
narnia (lugar imaginario),7,13345.14286
lightning,7,13345.14286
rick deckard (fictitious character),7,13345.14286
rick (fictitious character),7,13345.14286
pro adams,7,13345.14286
prevention,7,13345.14286
household employees,7,13345.14286
racing,7,13345.14286
single mothers,7,13345.14286
cookies,7,13345.14286
locks and keys,7,13345.14286
minerals,7,13345.14286
bicycles,7,13345.14286
therapeutic use,7,13345.14286
stan kalifornia),7,13345.14286
san francisco (stany zjednoczone),7,13345.14286
great halls,7,13345.14286
human physiology,7,13345.14286
universities and colleges,7,13345.14286
nazis,7,13345.14286
totalitarianism,7,13345.14286
persistence,7,13345.14286
littérature anglaise,7,13345.14286
poaching,7,13345.14286
,7,13345.14286
safety,7,13345.14286
parent-child relationship,7,13345.14286
wars,7,13345.14286
ethnic relations,7,13345.14286
novelization,7,13345.14286
movie-tv tie-in,7,13345.14286
mark b. (donor) (adams collection copy),7,13345.14286
food preservation,7,13345.14286
food adulteration,7,13345.14286
plum rooms,7,13345.14286
english medieval clothing,7,13345.14286
electric lighting,7,13345.14286
east india company,7,13345.14286
dressing rooms,7,13345.14286
drawing rooms,7,13345.14286
domestic workers,7,13345.14286
domestic life,7,13345.14286
ashtabula river railroad disaster,7,13345.14286
sons,7,13345.14286
alltag,7,13345.14286
novela histórica,7,13345.14286
medieval civilization,7,13345.14286
grubenhaus architecture,7,13345.14286
creativity,6,15569.33333
deutschland grenzschutzkommando mitte schule,6,15569.33333
lectures et morceaux choisis (enseignement primaire),6,15569.33333
show-and-tell presentations,6,15569.33333
personal appearance,6,15569.33333
aerodynamics,6,15569.33333
underwater exploration,6,15569.33333
grands-parents,6,15569.33333
empire,6,15569.33333
peces,6,15569.33333
temper,6,15569.33333
two-year-old girls,6,15569.33333
eleven-year-old boys,6,15569.33333
measurement,6,15569.33333
easy books,6,15569.33333
dating & sex,6,15569.33333
ramona quimby (fictitious character),6,15569.33333
résolution de problème,6,15569.33333
blizzards,6,15569.33333
solo,6,15569.33333
planets,6,15569.33333
30 b.c.-476 a.d.,6,15569.33333
han (fictitious character),6,15569.33333
boy heroes,6,15569.33333
development,6,15569.33333
caves,6,15569.33333
petrology,6,15569.33333
calrissian,6,15569.33333
translations into french,6,15569.33333
siglo xix,6,15569.33333
21st century,6,15569.33333
language and languages,6,15569.33333
indians,6,15569.33333
catalogs,6,15569.33333
translations into indonesian,6,15569.33333
princess (fictitious character),6,15569.33333
leia,6,15569.33333
lando (fictitious character),6,15569.33333
boats and boating,6,15569.33333
friendship in children,6,15569.33333
skating,6,15569.33333
children of divorced parents,6,15569.33333
amour,6,15569.33333
future life,6,15569.33333
hygiene,6,15569.33333
percy jackson (fictitious character),6,15569.33333
labyrinths,6,15569.33333
culture shock,6,15569.33333
1775-1783,6,15569.33333
beauty,6,15569.33333
ocean travel,6,15569.33333
bailey school kids (fictitious characters),6,15569.33333
paleontology,6,15569.33333
baby-sitters club (imaginary organization),6,15569.33333
dolphins,6,15569.33333
mother-child relationship,6,15569.33333
poudlard (organisation imaginaire),6,15569.33333
children's picture books,6,15569.33333
survival (title),6,15569.33333
histoires de chasse,6,15569.33333
essays,6,15569.33333
the egypt game,6,15569.33333
romanies,6,15569.33333
5.5.,6,15569.33333
aztecs,6,15569.33333
great-aunts,6,15569.33333
stories for children,6,15569.33333
fires,6,15569.33333
kind,6,15569.33333
activities,6,15569.33333
national hockey league,6,15569.33333
ligue nationale de hockey,6,15569.33333
water conservation,6,15569.33333
récits d'horreur,6,15569.33333
ont.,6,15569.33333
beaver dams,6,15569.33333
conservation of natural resources,6,15569.33333
wildlife,6,15569.33333
magical realism,6,15569.33333
holiday,6,15569.33333
amnesia,6,15569.33333
politics,6,15569.33333
asia,6,15569.33333
punctuation,6,15569.33333
catholics,6,15569.33333
hermanas,6,15569.33333
ethical,6,15569.33333
enfants malades,6,15569.33333
donors,6,15569.33333
dominican republic,6,15569.33333
adventures and adventurers,6,15569.33333
bruising,6,15569.33333
bone marrow,6,15569.33333
bone,6,15569.33333
american domestic,6,15569.33333
hypnotism,6,15569.33333
children with disabilities,6,15569.33333
tormadoes,6,15569.33333
collectionid:caldecott00,6,15569.33333
age:min:3,6,15569.33333
stature,6,15569.33333
new year,6,15569.33333
reformers,6,15569.33333
study and teaching (middle school),6,15569.33333
hera (greek deity),6,15569.33333
sherlock holmes (fictitious character),6,15569.33333
sida,6,15569.33333
